fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
2276,0.1,43,0.998,09,"['09', 'living', 'someone', 'favor', 'one', 'origin', 'coordinator', 'mean', 'fellow']",q1_lowest,1,0.3036374291819984,'to say the least' idiom + historical-reporting register (archaic + military/political)
2354,0.2,10,0.828,body,"['england', 'only', 'around', 'exception', 'how', 'tailored', 'buff', 'body', 'body', 'met']",q1_lowest,7,0.32059673146671663,noisy grab-bag: business-achievement + medical-case reporting
2358,0.3,32,0.917,the,"['did', 'the', 'full', 'around', 'orbits', 'think', 'dude', 'did', 'the', 'the']",q1_lowest,3,0.3324702639598901,"noisy grab-bag, no consistent theme"
2379,0.2,12,0.922,operating,"['off', 'times', 'to', 'operating', 'method', 'outcome', 'operating', 'tasks', 'interactions', 'around']",q1_lowest,7,0.3560955615167827,noisy grab-bag: business-achievement + medical-case reporting
2424,0.2,31,1.002,time,"['the', 'time', 'hub', 'time', 'should', 'in', 'it', 'my', 'both', 'klaus']",q1_lowest,9,0.3714577506071181,"noisy grab-bag, no consistent theme"
2462,0.4,50,0.993,const,"['const', 'decimal', 'const', 'const', 'into', 'windows', 'const', '$,', 'encountered', 'hailed']",q1_lowest,6,0.4226906533901388,"noisy grab-bag, no consistent theme"
2513,0.2,12,0.922,25,"['25', 'same', '25', 'compliance', 'balancing', 'like', 'associated', 'happier', '77', 'landed']",q1_lowest,4,0.441650818020853,"noisy grab-bag, no consistent theme"
2533,0.1,20,0.896,founding,"['founding', 'administrations', 'the', 'a', 'renamed', 'consecutive', 'done', 'did', 'until', 'which']",q1_lowest,11,0.29935010598181605,descending numeric sequences/citation brackets + noisy grab-bag
2534,0.2,11,0.891,following,"['midst', 'with', 'name', 'beginnings', 'having', 'founders', 'following', 'and', 'followers', 'following']",q1_lowest,7,0.3693901521720579,noisy grab-bag: business-achievement + medical-case reporting
2536,0.1,10,0.814,5,"['5', 'to', 'korea', 'banks', '25', 'worry', 'picks', 'groups', 'customers', 'ensure']",q1_lowest,0,0.2304512242172075,noisy grab-bag: statistics/business-reporting figures
2556,0.3,50,0.991,"',","['.<', ""'t"", 'conducted', ""',"", ""',"", 'have', 'from', ',', 'commenced', ""',""]",q1_lowest,10,0.3600676757072246,noisy grab-bag: software-QA vocabulary + poetic narrative
2565,0.1,10,0.872,one,"['one', '"">', '101', 'regards', '91', '90', '31', ',', 'an', 'between']",q1_lowest,11,0.3533791357872282,descending numeric sequences/citation brackets + noisy grab-bag
2570,0.2,14,0.909,test,"[""',"", 'test', 'true', '&', 'test', 'and', ""'"", ""'"", 'true', 'fact']",q1_lowest,10,0.3144898903054783,noisy grab-bag: software-QA vocabulary + poetic narrative
2586,0.2,10,0.861,myself,"['our', 'myself', 'therefore', 'my', 'south', 'so', 'syndrome', 'my', 'same', 'myself']",q1_lowest,1,0.32280084118239416,'to say the least' idiom + historical-reporting register (archaic + military/political)
2592,0.2,26,0.897,end,"['recent', 'certain', 'classes', 'end', 'parts', 'ensuring', 'branches', 'central', 'ensuring', 'end']",q1_lowest,7,0.3393626344472577,noisy grab-bag: business-achievement + medical-case reporting
2596,0.3,36,1.022,from,"['the', 'from', '371', 'from', 'from', '28', 'âł', 'this', ',', 'âł']",q1_lowest,9,0.48653154024572437,"noisy grab-bag, no consistent theme"
2616,0.3,17,0.874,they,"['as', 'aspx', 'they', 'they', 'shall', 'aside', 'remaining', ""';"", 'they', 'be']",q1_lowest,2,0.3683569254489354,noisy grab-bag: reported-speech/quotation mix
2659,0.2,14,0.95,saturday,"['saturday', 'celebration', 'christmas', 'celebration', 'specialty', 'trails', 'intimate', 'services', 'saturday', 'adoption']",q1_lowest,10,0.3046306827508343,noisy grab-bag: software-QA vocabulary + poetic narrative
2679,0.1,18,0.902,actions,"['actions', 'apr', 'feb', 'as', '),', 'sec', 'communities', 'text', 'spatial', 'masses']",q1_lowest,6,0.3396048544514186,"noisy grab-bag, no consistent theme"
2681,0.1,10,0.82,said,"['said', 'least', 'country', 'time', 'nd', 'subject', 'a', 'display', 'next']",q1_lowest,1,0.2768349783212276,'to say the least' idiom + historical-reporting register (archaic + military/political)
2685,0.1,50,1.03,til,"['til', '162', 'gain', 'ãł', 'warden', 'mann', 'rivera', 'far', 'en', 'yu']",q1_lowest,4,0.34570766995422636,"noisy grab-bag, no consistent theme"
2729,0.1,13,0.872,been,"['been', 'there', 'designed', 'kept', 'sure', 'intention', 'meant', 'given', 'best', 'a']",q1_lowest,10,0.39248223331563215,noisy grab-bag: software-QA vocabulary + poetic narrative
2736,0.2,13,0.86,100,"['%,', 'sunday', '33', 'here', '100', '40', 'on', '>(', '10', '100']",q1_lowest,5,0.3503879805034475,'to what extent'/'on the contrary' academic-hedge phrasing + 'premises' (telecom/legal)
2783,0.1,17,0.944,area,"['area', 'went', 'evidence', 'unable', 'and', 'nowhere', 'location', 'unit', 'cause', 'going']",q1_lowest,7,0.34385257184523255,noisy grab-bag: business-achievement + medical-case reporting
2807,0.2,21,0.991,for,"['for', 'ğ', 'prot', 'for', 'ya', 'damage', 'had', 'on', 'on', 'healthy']",q1_lowest,1,0.3379769829212826,'to say the least' idiom + historical-reporting register (archaic + military/political)
2809,0.2,50,0.986,very,"['very', 'having', 'no', 'nowhere', 'a', 'having', '3', '771', 'very', 'albuquerque']",q1_lowest,7,0.344673300854479,noisy grab-bag: business-achievement + medical-case reporting
2819,0.4,10,1.015,i,"['hung', 'i', 'with', 'i', 'son', 'brokers', 'i', 'torn', 'i', 'look']",q1_lowest,4,0.3818335951488449,"noisy grab-bag, no consistent theme"
2821,0.1,10,0.982,whoever,"['whoever', 'he', 'win', 'what', 'cann', 'built', 'gent', 'values']",q1_lowest,8,0.3034665086356471,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
2827,0.1,50,0.981,instruction,"['instruction', '-', 'destinies', 'withstand', 'dependent', 'necessitating', 'vol', 'particular', 'man']",q1_lowest,9,0.30944173204335695,"noisy grab-bag, no consistent theme"
2831,0.2,22,0.894,just,"['with', '9', 'just', 'just', 'most', 'for', 'an', '10', 'so', 'up']",q1_lowest,3,0.35172956187515947,"noisy grab-bag, no consistent theme"
2853,0.1,16,0.92,those,"['those', '27', 'sought', 'styled', '`.', '""\\', 'heard', 'notice', '6', 'keep']",q1_lowest,8,0.37935047913651493,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
2859,0.1,35,0.941,homo,"['homo', 'var', '$', 'requirements', 'company', 'roger', 'point', 'robert', 'les', 'someone']",q1_lowest,11,0.31301980026178156,descending numeric sequences/citation brackets + noisy grab-bag
2874,0.2,11,0.846,+,"['teams', '+', '-', '+', 'house', 'buried', 'such', 'plus', 'then', 'plus']",q1_lowest,8,0.3785523075923619,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
2906,0.3,10,0.833,â±,"['residential', 'â±', 'liability', 'row', 'â±', 'â±', 'without', 'matter', 'human', 'only']",q1_lowest,7,0.4266990440584474,noisy grab-bag: business-achievement + medical-case reporting
2934,0.2,31,1.01,soon,"['test', 'soon', 'soon', 'firm', 'particular', 'hampshire', 'sight', 'salaries', ""',"", 'spells']",q1_lowest,1,0.35061326836964407,'to say the least' idiom + historical-reporting register (archaic + military/political)
2939,0.1,50,1.054,grounds,"['grounds', 'usa', '});', 'pros', ""''."", 'days', 'flashbacks', 'has', ',', '.']",q1_lowest,4,0.36286209266825253,"noisy grab-bag, no consistent theme"
2945,0.1,44,1.008,again,"['again', 'do', 'conquer', 'd', '60', 'one', 'every', '200', 'quantity', 'spinal']",q1_lowest,7,0.2991883897134043,noisy grab-bag: business-achievement + medical-case reporting
2961,0.1,25,0.891,spoke,"['spoke', '2', 'and', 'don', 'smaller', '.""', 'another', 'whereas', 'as', 'prior']",q1_lowest,8,0.3130948578328905,noisy grab-bag: regulatory 'rather than' phrasing + archaic register
2982,0.2,24,1.025,%),"['to', '%)', '%),', 's', ""'s"", 'of', '%)', 'college', ""'s"", '2019']",q1_lowest,7,0.3854586736510053,noisy grab-bag: business-achievement + medical-case reporting
54,0.2,50,1.244,===,"['saturday', '10', '-->', 'avoid', 'italy', '"">', '===', '===', 'publications', '20']",q2,6,0.44241389406693765,"noisy grab-bag, no consistent theme"
61,0.3,50,1.136,an,"['an', 'an', 'an', 'his', 's', 'acts', 'activate', 'for', 'scratch', 'paced']",q2,7,0.33915296339505896,noisy grab-bag: culture/politics + statistics
74,0.2,50,1.432,latter,"['party', 'stands', 'comprises', 'latter', '"".', 'particular', 'http', 'latter', 'face', 'http']",q2,10,0.4182518550308978,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
130,0.2,47,1.077,zone,"['zone', 'entity', '2', '==', 'zone', 'healthcare', 'spacecraft', 'influence', 'automotive', 'advantage']",q2,6,0.3508656151582445,"noisy grab-bag, no consistent theme"
178,0.2,50,1.128,aspects,"['aspects', 'judicial', 'aspects', 'parts', 'governance', 'entities', 'sectors', 'sense', 'just', 'governance']",q2,7,0.3911074280925408,noisy grab-bag: culture/politics + statistics
182,0.2,50,1.326,around,"['around', 'around', 'denizens', '.', 'sometimes', 'valley', '].', '236', 'sneak', 'she']",q2,6,0.30920815335522495,"noisy grab-bag, no consistent theme"
208,0.2,50,1.375,out,"[',', 'conclusion', 'out', 'those', 'times', 'those', "",'"", '=', '$', 'out']",q2,5,0.3406582742963142,'others'/comparison-quantifier words + statistics/legal-penalty phrasing
233,0.4,50,1.23,a,"['def', 'def', 'a', 'symptom', 'come', 'a', 'last', 'a', 'thought', 'a']",q2,2,0.28490945707695925,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
240,0.2,50,1.366,whole,"['were', 'blade', 'intra', 'ipad', 'whole', 'eight', 'globe', 'of', 'angle', 'whole']",q2,8,0.27767091717406034,'on behalf of' legal phrase + biblical/battle narrative mix
243,0.4,50,1.079,"?""","['?""', '?""', 'explore', '"");', '?""', 'wishes', '?""', 'which', 'either', 'o']",q2,7,0.37227338210300565,noisy grab-bag: culture/politics + statistics
256,0.3,50,1.203,",","['),', 'feet', ',', 'who', 'name', ',', 'name', ',', 'moment']",q2,4,0.3267493924685215,'been there done that' idiom + misc whitespace-adjacent prose
304,0.3,50,1.418,time,"['the', 'then', 'to', 'time', 'elections', 'a', 'money', 'time', 'time', 'that']",q2,3,0.2850712471300323,"noisy grab-bag, no consistent theme"
307,0.4,50,1.244,he,"['who', 'he', 'namely', 'he', 'season', 'he', 'of', 'of', 'he', 'had']",q2,2,0.32534485579502453,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
352,0.1,50,1.093,birth,"['birth', 'indeed', 'part', 'with', 'implicitly', 'needed', 'circle', 'ways', 'a', 'had']",q2,2,0.3048446678764189,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
360,0.2,50,1.057,int,"['government', 'int', 'part', 'from', 'to', 'int', 'for', 'part', 'the', 'authorities']",q2,7,0.3456534708293723,noisy grab-bag: culture/politics + statistics
362,0.2,50,1.29,(,"['.', '(', '+', 'and', 'and', ',', 'com', '(', '+', 'her']",q2,7,0.38893771636204466,noisy grab-bag: culture/politics + statistics
367,0.2,50,1.11,who,"['from', 'who', 'visited', 'who', '18', 'you', '371', 'you', 'de', 'number']",q2,2,0.38086181308468814,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
373,0.4,50,1.254,whole,"['whole', 'shall', 'whole', 'to', 'gone', 'go', 'whole', 'whole', 'and', 'might']",q2,8,0.4141016854889603,'on behalf of' legal phrase + biblical/battle narrative mix
398,0.2,50,1.269,100,"['ok', 'working', '100', 'inspector', 'figures', 'therefore', 'whole', '100', 'to', 'high']",q2,10,0.30113598426505994,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
406,0.2,50,1.414,complexity,"['midnight', '231', 'complexity', 'charged', 'tribe', 'complexity', 'contribute', 'dimension', 'components', 'players']",q2,8,0.38472407008147325,'on behalf of' legal phrase + biblical/battle narrative mix
415,0.3,50,1.393,addition,"['demand', 'legislature', 'leave', 'done', 'addition', 'addition', 'testament', 'whereabouts', 'library', 'addition']",q2,10,0.35351328878241084,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
434,0.2,50,1.37,other,"['so', 'entire', 'out', 'together', 'who', 'other', 'building', 'other', 'filling', 'building']",q2,5,0.30024782874788425,'others'/comparison-quantifier words + statistics/legal-penalty phrasing
456,0.3,50,1.231,others,"['others', 'century', 'required', 'those', 'others', 'sized', 'others', 'after', 'winners', 'begins']",q2,5,0.2855434725468034,'others'/comparison-quantifier words + statistics/legal-penalty phrasing
461,0.4,50,1.402,no,"['no', 'the', 'no', 'no', 'no', 'made', 'where', 'to', '"",', 'sq']",q2,10,0.42193136322764063,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
463,0.3,19,1.317,a,"['a', 'a', 'lived', 'lived', 'a', 'lived', 'sunni', 'term', 'secondary', 'd']",q2,6,0.3971071986315351,"noisy grab-bag, no consistent theme"
466,0.2,50,1.133,stationed,"['duo', 'pair', 'explores', 'stationed', '15', 'st', 'la', 'stationed', '80', '->']",q2,10,0.2902519574650795,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
470,0.2,46,1.075,latter,"['studied', 'latter', 'latter', '=>', '=>', '][', 'following', 'mit', '],', '?']",q2,10,0.47054967993914215,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
496,0.3,50,1.218,case,"['person', 'been', 'case', '>', 'case', 'answer', 'case', '>', 'string', 'just']",q2,2,0.3314871148773485,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
497,0.1,50,1.188,fined,"['fined', 'culture', 'cultural', 'civil', 'part', 'journal', 'clear', 'course', 'cells', 'horizontal']",q2,7,0.29798809777498053,noisy grab-bag: culture/politics + statistics
509,0.2,50,1.365,1500,"['returns', 'contexts', 'prevents', 'govern', 'ground', '1500', 'skills', 'awareness', 'visibility', '1500']",q2,8,0.3478071315679714,'on behalf of' legal phrase + biblical/battle narrative mix
530,0.2,50,1.225,best,"['action', 'whatever', 'saw', 'king', 'best', 'best', 'boss', 'whoever', 'solution', 'decision']",q2,3,0.3514131179830715,"noisy grab-bag, no consistent theme"
531,0.4,15,1.243,articles,"['articles', 'articles', 'sections', 'sections', 'sections', 'articles', 'sections', 'articles', 'article', 'âłâł']",q2,1,0.5285489094495609,"noisy grab-bag, no consistent theme"
577,0.1,50,1.243,heroine,"['heroine', 'stressed', 'fundraising', '""-', 'nonprofits', 'political', 'protagonist', 'her', 'asynchronous', 'ancient']",q2,6,0.3183967954459052,"noisy grab-bag, no consistent theme"
615,0.4,50,1.358,long,"['in', 'long', 'long', 'participating', 'lucky', 'storm', 'long', 'who', '198', 'long']",q2,2,0.3060166047711718,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
652,0.2,50,1.375,latter,"[',""', 'as', 'latter', 'latter', 'thing', ').', '\'.""', 'same', 'but', ',']",q2,6,0.3563639934365788,"noisy grab-bag, no consistent theme"
675,0.2,50,1.4,dated,"['taken', 'secondly', 'extent', ""'t"", 'principle', 'dated', 'journey', 'not', 'dated', 'been']",q2,10,0.3069997822502375,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
693,0.3,50,1.4,every,"['every', '&', 'every', 'every', '&', 'qualify', 'calling', '|', 'right', 'list']",q2,2,0.38907163248806215,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
697,0.2,50,1.413,right,"['right', 'self', 'right', 'holdings', 'board', 'year', 'long', 'away', 'difference', 'well']",q2,2,0.2735011051838771,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
699,0.1,18,1.111,car,['car'],q2,11,0.3379670242208223,paragraph-break whitespace before organization/citation text (multilingual)
712,0.2,50,1.106,then,"['c', 'then', 'should', 'hand', 'then', '&', 'should', '&', 'chris', '),']",q2,0,0.40928519187487816,noisy grab-bag: requirements/spec vocabulary + code snippets
713,0.3,50,1.208,",","['-->', 'the', ',', 'where', 'who', 'bc', 'nowhere', ',', 'who', ',']",q2,6,0.3539187763169096,"noisy grab-bag, no consistent theme"
741,0.2,50,1.34,](,"[""'s"", 'properties', '13', 'found', ']', '](', 'kid', 'drive', 'labels', '](']",q2,7,0.343910528946834,noisy grab-bag: culture/politics + statistics
749,0.2,50,1.418,participants,"['?', 'participants', 'components', 'they', 'participants', 'trials', 'would', 'lawyers', 'who', 'they']",q2,6,0.41882150858537703,"noisy grab-bag, no consistent theme"
753,0.2,50,1.084,prevents,"['prevents', 'prevents', 'cohort', 'characters', 'landlord', 'oversees', 'drew', 'they', 'years', 'launches']",q2,7,0.3244430675370543,noisy grab-bag: culture/politics + statistics
758,0.3,47,1.262,young,"['young', 'young', '\\)', 'young', 'studio', 'studio', 'latter', 'earliest', '.', '\\)']",q2,7,0.39140915945899024,noisy grab-bag: culture/politics + statistics
763,0.3,50,1.149,day,"['//', 'day', '/', '//', ',', 'day', 'log', 'day', '/', '--']",q2,11,0.3829882907973952,paragraph-break whitespace before organization/citation text (multilingual)
773,0.3,50,1.176,groups,"['groups', 'communities', 'eh', 'groups', 'practices', 'people', 'people', 'groups', 'really', 'eh']",q2,8,0.35302996274255183,'on behalf of' legal phrase + biblical/battle narrative mix
789,0.1,50,1.264,in,"['in', 'usually', 'unlike', 'biggest', 'operating', 'draws', 'every', 'once', 'your', 'commands']",q2,7,0.3236670265797298,noisy grab-bag: culture/politics + statistics
804,0.1,50,1.365,holy,"['holy', 'principal', 'son', 'high', '00', 'good', 'make', 'runner', 'currency', 'hailed']",q2,8,0.34372370469728136,'on behalf of' legal phrase + biblical/battle narrative mix
812,0.2,50,1.4,&,"['&', 'commitment', 'damage', 'remote', '400', 'a', 'fixed', '&', 'cruisers', 'no']",q2,6,0.3351265525429773,"noisy grab-bag, no consistent theme"
814,0.2,12,1.096,".""","['slaying', 'christians', 'creative', '.""', '"");', '"");', 'quests', '.""', 'crabs']",q2,2,0.3697481151362897,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
816,0.3,50,1.168,now,"['had', 'day', 'here', 'that', 'now', 'here', 'now', '</', 'had', 'now']",q2,4,0.2832761232802243,'been there done that' idiom + misc whitespace-adjacent prose
825,0.3,50,1.42,times,"['spaces', 'hand', 'times', 'services', 'times', 'services', 'context', 'times', 'was', 'some']",q2,6,0.3307636174727838,"noisy grab-bag, no consistent theme"
901,0.3,50,1.224,$.,"['one', 'true', '$.', '$.', 'who', 'one', '$\\', '$.', '24', 'whom']",q2,6,0.4140041157951158,"noisy grab-bag, no consistent theme"
907,0.3,50,1.214,like,"['set', 'like', 'concentrating', 'capitalizing', 'like', 'get', 'like', 'their', 'nearest', 'concentrate']",q2,2,0.350316263580303,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
928,0.3,50,1.398,0,"['90', '0', '0', '70', 'sore', 'messaging', '47', '0', 'immunity', 'having']",q2,8,0.379771411502004,'on behalf of' legal phrase + biblical/battle narrative mix
942,0.4,27,1.122,note,"['note', 'note', 'note', 'note', 'gdp', 'gradient', 'commerce', 'oxygen', 'indicative', 'combination']",q2,8,0.3791659888716204,'on behalf of' legal phrase + biblical/battle narrative mix
949,0.2,50,1.329,thing,"['instead', 'around', 'idea', 'thing', 'next', 'any', 'thing', 'not', 'point', 'nowhere']",q2,7,0.32057930789801853,noisy grab-bag: culture/politics + statistics
979,0.1,50,1.22,only,"['only', 'subject', 'have', '"",', 'dependent', 'it', 'tales', 'occurrence', '-', 'she']",q2,1,0.3180191810241074,"noisy grab-bag, no consistent theme"
985,0.2,50,1.348,"),","['range', 'frequencies', '),', 'officer', 'very', '99', 'casino', 'fines', 'single', '),']",q2,10,0.30931445780200595,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
987,0.3,30,1.314,a,"['a', 'barely', 'buck', 'bars', 'their', 'ale', 'boot', 'a', 'the', 'a']",q2,3,0.3735792960595942,"noisy grab-bag, no consistent theme"
993,0.2,50,1.222,dealt,"['been', 'debuted', 'handled', 'true', 'update', 'schedule', 'east', 'dealt', 'dealt', 'cleaned']",q2,5,0.34623207427559427,'others'/comparison-quantifier words + statistics/legal-penalty phrasing
1045,0.4,21,1.099,located,"['""', 'presence', 'located', 'located', 'located', 'which', '""', 'located', 'herein', 'aware']",q2,10,0.3710213821160295,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
1056,0.4,50,1.166,lords,"['lords', 'voltage', 'lords', '62', 'league', 'to', 'lords', 'lords', '47', '10']",q2,8,0.4320328117007483,'on behalf of' legal phrase + biblical/battle narrative mix
1134,0.3,11,1.182,weren,"['weren', 'an', 'weren', 'didn', 'hadn', 'don', 'wasn', 'weren', 'wouldn', 'hadn']",q2,7,0.5544929335751198,noisy grab-bag: culture/politics + statistics
1152,0.2,50,1.162,');,"['every', '6', 'move', 'suit', 'we', 'opened', ""');"", ""');"", 'day', 'included']",q2,0,0.31968932927361376,noisy grab-bag: requirements/spec vocabulary + code snippets
1209,0.2,50,1.172,every,"['free', 'limited', 'reliable', 'every', 'every', '50', 'elsevier', 'l', 'times', 'no']",q2,10,0.31233291852069606,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
1288,0.3,47,1.112,in,"['in', 'have', 'no', 'in', 'has', 'within', 'in', 'counsel', 'los', 'have']",q2,2,0.3565503487310187,legal 'holdings'/'Board of Zoning' vocabulary + noisy grab-bag
1309,0.3,18,1.232,depended,"['depended', 'he', 'depended', 'depended', 'relied', 'counted', 'append', 'views', 'work']",q2,6,0.4229877590918819,"noisy grab-bag, no consistent theme"
1333,0.2,50,1.171,check,"['the', 'wiki', 'verify', '-', 'keep', 'check', 'score', 'server', 'authenticated', 'check']",q2,3,0.3094282720513796,"noisy grab-bag, no consistent theme"
1344,0.2,50,1.076,yeah,"['his', 'culmination', 'yeah', '""-', 'smaller', 'grown', 'yeah', 'stages', 'piece', 'stages']",q2,6,0.321463181249406,"noisy grab-bag, no consistent theme"
1364,0.3,38,1.399,into,"['into', 'see', '23', 'color', 'color', 'to', 'into', 'into', 'look', 'in']",q2,7,0.3716828148384685,noisy grab-bag: culture/politics + statistics
1396,0.2,50,1.13,behalf,"['participants', 'which', 'limitations', 'behalf', 'behalf', 'best', 'parties', 'get', 'same', ""')""]",q2,8,0.3104558024984099,'on behalf of' legal phrase + biblical/battle narrative mix
1410,0.2,15,1.162,runner,"['runner', 'clad', 'holder', 'department', 'doses', 'department', 'runner', 'recipient', 'minister', 'doses']",q2,10,0.3909223406051952,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
1411,0.3,50,1.286,birth,"['birth', 'birth', 'fight', 'de', 'birth', 'de', 'its', 'out', 'de']",q2,11,0.32294776584988905,paragraph-break whitespace before organization/citation text (multilingual)
1421,0.3,50,1.402,data,"['critical', 'data', 'data', 'input', 'processing', 'focuses', 'seeking', 'and', 'respective', 'data']",q2,8,0.3447779419825106,'on behalf of' legal phrase + biblical/battle narrative mix
1432,0.3,15,1.109,among,"['goal', 'among', 'bring', 'among', 'among', 'help', 'bring', 'throughout', 'firm', '1890']",q2,5,0.2983256675629811,'others'/comparison-quantifier words + statistics/legal-penalty phrasing
1437,0.2,21,1.093,operating,"['operating', 'in', 'one', 'his', 'morning', 'earlier', 'operating', 'para', 'globe', 'a']",q2,8,0.35913178172735677,'on behalf of' legal phrase + biblical/battle narrative mix
1439,0.2,50,1.139,sees,"['sees', 'things', 'assessment', 'worldwide', 'sees', 'ch', '27', 'jol', 'accessed', 'in']",q2,3,0.3186069344180054,"noisy grab-bag, no consistent theme"
1469,0.3,50,1.354,applicant,"['v', 'including', 'meaning', 'applicant', 'including', 'applicant', 'applicant', 'office', 'achieve', 'enhancement']",q2,8,0.3583845864784961,'on behalf of' legal phrase + biblical/battle narrative mix
1476,0.2,50,1.2,${,"['${', ""'."", '${', 'get', '*/', '*/', 'that', ""',"", 'a', 'wouldn']",q2,0,0.33585772791153956,noisy grab-bag: requirements/spec vocabulary + code snippets
1479,0.2,50,1.112,requirements,"['they', 'government', 'requirements', 'requirements', 'enough', 'out', 'convinces', 'it', '10', 'we']",q2,0,0.28245032218146493,noisy grab-bag: requirements/spec vocabulary + code snippets
1490,0.1,50,1.262,same,"['same', 'welcome', 'will', 'which', 'iii', 'the', 'employs', 'shall', 'land', 'establish']",q2,1,0.2981926340381006,"noisy grab-bag, no consistent theme"
1513,0.1,50,1.153,need,"['need', 'by', '280', '&']",q2,11,0.2582242569950199,paragraph-break whitespace before organization/citation text (multilingual)
1522,0.4,50,1.134,$$,"['$$', 'down', '$$', 'following', '$$', 'to', 'were', 'together', '$$', 'such']",q2,8,0.4392988684923174,'on behalf of' legal phrase + biblical/battle narrative mix
1531,0.4,50,1.385,const,"['to', ""'"", 'the', 'const', 'const', 'const', ""'s"", ""'s"", '==', 'const']",q2,0,0.3163383042593454,noisy grab-bag: requirements/spec vocabulary + code snippets
1536,0.2,50,1.294,real,"['with', 'nor', 'got', 'specialty', 'need', 'real', 'and', 'real', '16', '></']",q2,6,0.3258157591195658,"noisy grab-bag, no consistent theme"
1543,0.2,50,1.244,hemisphere,"['hemisphere', 'have', 'he', ',', 'hemisphere', 'he', 'starring', '-', 'per', 'per']",q2,5,0.30390772764263824,'others'/comparison-quantifier words + statistics/legal-penalty phrasing
1546,0.3,50,1.148,<,"['({', '<', 'were', '<', 'grouped', 'then', 'other', 'right', '<', 'perfect']",q2,10,0.3693090515429174,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
1586,0.2,50,1.087,mc,"['could', 'mc', 'sha', 'equal', 'her', 'mc', 'problem', 'tuesday', 'concentrations', 'c']",q2,10,0.30163504314849293,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
1591,0.3,50,1.18,respectively,"['respectively', '],', 'resulting', 'respectively', 'respectively', 'result', 'highest', 'lower', 'throughout', '],']",q2,5,0.3779809901231995,'others'/comparison-quantifier words + statistics/legal-penalty phrasing
1595,0.2,50,1.401,place,"['script', 'rights', 'pa', 'days', 'place', 'place', 'sun', 'typical', 'friday', 'a']",q2,7,0.32713355974662056,noisy grab-bag: culture/politics + statistics
1606,0.2,50,1.083,as,"['regardless', 'them', 'the', 'as', 'reach', '</', 'as', 'existence', 'realm', 'to']",q2,5,0.3098230256566136,'others'/comparison-quantifier words + statistics/legal-penalty phrasing
1609,0.2,50,1.243,u,"['equipped', 'u', '100', '500', 'ave', 'u', 'ipv', '800', '100', 'to']",q2,6,0.38477394934011594,"noisy grab-bag, no consistent theme"
1635,0.2,50,1.394,easier,"['easier', 'go', 'youth', 'intercourse', 'easier', '`', 'attributes', 'doing', 'associate', 'region']",q2,8,0.3213604349624998,'on behalf of' legal phrase + biblical/battle narrative mix
1644,0.1,15,1.277,in,['in'],q2,11,0.3602503666192709,paragraph-break whitespace before organization/citation text (multilingual)
1669,0.3,50,1.091,shall,"['held', 'others', 'shall', 'ensures', '*', 'shall', '->', 'duke', 'shall', 'link']",q2,7,0.4259498004170508,noisy grab-bag: culture/politics + statistics
1681,0.2,50,1.298,?,"['?', '?', 'player', 'user', 'id', 'event', '-', 'action', 'spell', 'best']",q2,7,0.4005743650353939,noisy grab-bag: culture/politics + statistics
1691,0.2,50,1.205,diy,"['make', 'diy', 'going', 'have', 'diy', 'our', 'can', 'low', 'can', 'have']",q2,3,0.3345612403063496,"noisy grab-bag, no consistent theme"
1711,0.4,11,1.224,protection,"['protection', 'protection', 'protection', 'agency', 'prepared', 'york', 'at', 'executive', 'protection', 'york']",q2,10,0.42123846961685835,noisy grab-bag: gaming/pop-culture + technical/aviation reporting
1719,0.4,50,1.106,presence,"['insistence', 'descending', 'presence', 'presence', 'pursuit', 'termination', 'presence', 'to', 'highest', 'presence']",q2,8,0.4628106090906612,'on behalf of' legal phrase + biblical/battle narrative mix
