fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
1850,0.1,50,1.07,frame,"['frame', 'characteristic', 'grown', 'state', 'worked', 'therein', 'side', 'viewpoint', 'cap', 'suit']",q1_lowest,8,0.363761082206282,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
1851,0.2,10,0.963,your,"['terms', 'your', 'her', 'term', 'seldom', 'detailing', 'term', 'industrial', 'your', 'driving']",q1_lowest,2,0.30280546958718574,"noisy grab-bag, no consistent theme"
1855,0.1,50,1.084,distances,"['distances', 'mountains', 'whole', 'answers', 'entire', 'surveys', 'securities', 'afternoon', 'civil', 'scandinavian']",q1_lowest,0,0.3020787434230255,"noisy grab-bag, no consistent theme"
1863,0.1,13,0.961,{,"['{', 'in', 'then', 'knew', 'informed', 'okay', '\\', 'would', 'most', 'tossed']",q1_lowest,5,0.35909738878716074,"noisy grab-bag, no consistent theme"
1866,0.2,32,1.071,necessary,"['necessary', 'gym', 'necessity', 'just', 'selection', 'likewise', 'have', 'just', 'necessary', 'likewise']",q1_lowest,11,0.4088030929818529,demonstrative 'that' introducing a quoted/reported clause
1872,0.2,17,0.976,the,"['4', '|', 'the', 'governments', 'the', '8', 'borders', 'i', 'âģĵ', 'discover']",q1_lowest,4,0.4493125593846067,'in this respect/sense' hedge-phrase family + generic prepositions
1891,0.1,28,0.965,resistant,"['resistant', 'unsigned', 'testament', 'defines', 'father', 'longing', 'refers', 'carpenter', 'administered', 'at']",q1_lowest,9,0.2803395950007652,large-number reporting (billion/million/hundred) + technical/scientific grab-bag
1928,0.1,26,1.117,)-,"[')-', 'to', 'out', 'studies', 'in', '=-', 'ago', 'vs', 'terms', 'characteristics']",q1_lowest,3,0.3494697851573819,"mixed technical/reporting prose, weak comparison-word theme (latter/past/same)"
1936,0.3,36,1.076,said,"['get', '20', 'said', 'or', 'said', 'said', '10', 'cost', 'sufficiently', 'cm']",q1_lowest,5,0.3636402470724521,"noisy grab-bag, no consistent theme"
1941,0.1,15,0.927,conditions,"['conditions', 'case', 'aspect', 'capabilities', 'leakage', 'factors', 'hell', 'capacities', 'of', 'manner']",q1_lowest,7,0.3008718721536681,"noisy grab-bag, no consistent theme"
1956,0.2,20,0.891,whereas,"['particularly', 'whereas', 'there', 'where', 'flights', 'school', 'whereas', '.', 'click', 'herself']",q1_lowest,9,0.3244156087210212,large-number reporting (billion/million/hundred) + technical/scientific grab-bag
1971,0.2,23,1.074,which,"['an', 'lo', 'ever', 'virtue', 'want', 'which', 'which', 'too', '.', 'the']",q1_lowest,5,0.3400653210194568,"noisy grab-bag, no consistent theme"
1975,0.2,11,1.004,same,"['same', 'same', 'isn', 'last', 'break', 'happy', 'average', 'isn', 'whole', 'sorry']",q1_lowest,12,0.35873301250929895,"news-report passive voice ('taken to hospital', 'struck by')"
1980,0.1,11,0.906,"`,","['`,', '),', 'boon', 'further', 'done', 'matured', '300', 'worsened', 'manager', 'greater']",q1_lowest,9,0.29920135462885517,large-number reporting (billion/million/hundred) + technical/scientific grab-bag
1990,0.1,50,1.097,48,"['48', 'kcal', 'entities', '11', 'ls', 'volt', 'devoted', '91', 'got', '110']",q1_lowest,1,0.31789035117538084,mixed grab-bag: sports/entertainment narrative + citation lists
2009,0.2,50,1.121,i,"['i', 'there', 'earlier', 'was', 'often', 'didn', 'got', 'i', 'a', 'a']",q1_lowest,13,0.3787799280114593,"noisy grab-bag, no consistent theme"
2012,0.1,50,1.083,advance,"['advance', 'educational', 'updated', 'in', 'afterwards', 'early', '2016', 'nothing', 'got', 'addition']",q1_lowest,10,0.30668517883506413,"noisy grab-bag, no consistent theme"
2016,0.1,10,0.917,continue,"['continue', 'recipient', 'exercise', '02', '27', '*/', '67', 'address', 'experiment', 'instance']",q1_lowest,7,0.42586278308932707,"noisy grab-bag, no consistent theme"
2024,0.2,27,0.97,odd,"['traditionally', 'indicators', 'even', 'clearly', 'better', 'odd', 'fans', 'forty', 'twenty', 'odd']",q1_lowest,8,0.3923726056940264,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2043,0.2,23,1.06,defeats,"['episode', 'thence', 'defeats', 'former', 'sets', 'following', 'had', 'defeats', 'least', 'former']",q1_lowest,8,0.43603701966573843,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2054,0.2,11,0.881,any,"['any', 'customers', 'any', 'title', 'reserved', '24', 'area', '*', '2002', 'customers']",q1_lowest,3,0.35146873331579753,"mixed technical/reporting prose, weak comparison-word theme (latter/past/same)"
2056,0.2,26,1.049,m,"['m', 'cleaners', 'reflections', 'standard', 'standard', 'bumps', 'clears', 'm', 'realm', 'flags']",q1_lowest,4,0.3036368343456982,'in this respect/sense' hedge-phrase family + generic prepositions
2059,0.2,27,0.967,followed,"['followed', 'inclusion', 'following', 'dynamics', 'centric', 'following', 'plus', '13', 'reflected', 'followed']",q1_lowest,4,0.343602355334796,'in this respect/sense' hedge-phrase family + generic prepositions
2127,0.3,12,0.903,into,"['roaming', 'into', 'into', 'filling', 'into', 'civic', 'need', 'jul', 'favor', 'la']",q1_lowest,8,0.3569583618545495,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2156,0.1,25,0.934,learn,"['learn', 'need', 'nervous', 'judgments', 'worst', 'less', 'there', 'followed', 'predictive', 'lives']",q1_lowest,8,0.35178311266372037,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2157,0.2,21,0.981,sooner,"['gears', 'sooner', 'up', 'was', 'he', 'slapped', 'ï¿½', 'was', 'sooner', 'here']",q1_lowest,11,0.3538871837769986,demonstrative 'that' introducing a quoted/reported clause
2164,0.3,25,1.003,with,"['builds', 'with', 'with', '+', 'special', 'supplying', '].', 'with', 'output', '].']",q1_lowest,2,0.34660380840629196,"noisy grab-bag, no consistent theme"
2207,0.2,20,0.906,"""","['kart', 'iphone', 'irish', '""', 'at', 'save', '""', '[', 'cart', 'may']",q1_lowest,10,0.28819749252754023,"noisy grab-bag, no consistent theme"
2221,0.2,12,0.959,technological,"['the', 'technological', 'technological', 'colonial', 'denying', 'which', 'towards', 'themselves', 'revolutionary', 'constant']",q1_lowest,5,0.34691384765879707,"noisy grab-bag, no consistent theme"
2254,0.2,32,1.008,"`,","['did', 'manager', 'colony', 'st', '},', '`,', 'tower', 'holder', 'creek', '`,']",q1_lowest,3,0.3363070269925161,"mixed technical/reporting prose, weak comparison-word theme (latter/past/same)"
2262,0.1,15,1.008,stared,"['stared', 'looked', '07', 'retrieved', 'went', '05', 'learned', 'suffered', 'managing', 'lowest']",q1_lowest,3,0.3681662968187242,"mixed technical/reporting prose, weak comparison-word theme (latter/past/same)"
2265,0.3,20,1.06,from,"['since', 'from', 'moved', 'hence', 'with', 'moved', 'with', 'from', 'since', 'from']",q1_lowest,6,0.41679813532389404,"hyphenated compound modifiers (follow-up, in-game) + entertainment/pop-culture prose"
2289,0.2,12,1.045,hood,"['hank', 'hood', 'wright', 'builder', 'hood', 'terrio', 'marshall', 'reverend', 'robin', 'halo']",q1_lowest,10,0.3860315518267173,"noisy grab-bag, no consistent theme"
2311,0.2,17,1.015,here,"['here', 'here', '1', 'more', 'attempts', 'she', 'eighth']",q1_lowest,10,0.3276398534188083,"noisy grab-bag, no consistent theme"
2327,0.1,50,1.066,happy,"['happy', 'meanwhile', 'whole', 'provide', 'when', 'supposed', 'for', 'however', 'less', 'riots']",q1_lowest,1,0.28334536571119584,mixed grab-bag: sports/entertainment narrative + citation lists
2396,0.2,47,1.097,*/,"['british', 'eu', 'multiple', 'variable', 'vehicle', 'sub', ""'"", 'car', '*/', '*/']",q1_lowest,2,0.31003722807386835,"noisy grab-bag, no consistent theme"
2423,0.2,11,0.908,pages,"['pages', 'hers', 'windows', 'host', 'traveling', 'figure', 'anyone', 'she', 'pages', 'ram']",q1_lowest,7,0.3125903386071019,"noisy grab-bag, no consistent theme"
2434,0.2,20,1.058,identities,"['existences', 'universes', 'fed', 'identities', 'tens', 'existence', 'alerted', 'identities', 'existence', 'teens']",q1_lowest,8,0.3379818634074966,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2465,0.1,40,1.005,adult,"['adult', 'field', 'multiplied', 'campaigned', 'figuring', 'latin', 'that', 'poem', 'workforce', 'seeded']",q1_lowest,0,0.2697289095324478,"noisy grab-bag, no consistent theme"
2473,0.3,15,1.011,.,"['some', 'state', 'realization', '.', ""')."", '.', ').', '.', '.]', '.)']",q1_lowest,6,0.33079374906901343,"hyphenated compound modifiers (follow-up, in-game) + entertainment/pop-culture prose"
2501,0.3,28,0.988,latter,"['latter', 'collect', 'latter', 'gather', '`.', 'thoroughly', 'my', 'latter', 'getting', 'which']",q1_lowest,1,0.3369795486809893,mixed grab-bag: sports/entertainment narrative + citation lists
2533,0.2,20,0.975,department,"['heavens', 'successor', 'department', 'department', 'whole', 'society', 'wake', 'outlook', 'had', 'disclose']",q1_lowest,8,0.31728181373738,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2555,0.2,50,1.112,kind,"['equivalent', 'out', 'was', 'kind', 'source', 'source', 'figure', 'since', ',', 'kind']",q1_lowest,5,0.3529510976000198,"noisy grab-bag, no consistent theme"
2558,0.2,50,1.093,an,"[""'"", 'an', 'modern', 'an', 'faster', 'reach', 'polish', '_', 'loves', '/']",q1_lowest,10,0.27866561578392013,"noisy grab-bag, no consistent theme"
2565,0.2,50,1.068,freedom,"['concentrations', 'freedom', 'declaration', 'shall', 'statement', 'freedom', 'types', 'piece', 'type', 'components']",q1_lowest,8,0.338640107158644,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2579,0.2,13,1.01,world,"['world', 'fantastic', 'goodness', 'world', 'allied', 'would', 'neither', 'baird', 'everyone', 'gone']",q1_lowest,0,0.3480664228440014,"noisy grab-bag, no consistent theme"
2592,0.3,27,1.049,/,"['/', 'smallest', 'whether', 'as', 'limits', 'takes', 'quantity', 'controlled', '/', '/']",q1_lowest,5,0.4347388051163835,"noisy grab-bag, no consistent theme"
2626,0.2,16,0.925,xml,"['fabric', 'is', 'xml', 'focused', 'xml', 'this', 'into', 'the']",q1_lowest,10,0.311708565894003,"noisy grab-bag, no consistent theme"
2644,0.1,11,0.939,241,"['241', '`,', 'latter', '171', 'difficult', 'render', '21', 'shall', 'spot', 'friday']",q1_lowest,1,0.4421565494424116,mixed grab-bag: sports/entertainment narrative + citation lists
2694,0.3,50,1.106,+++,"['+++', 'applicable', 'since', '+++', '+++', 'otherwise', ')-', 'the', 'deems', 'accommodations']",q1_lowest,0,0.4427536705780886,"noisy grab-bag, no consistent theme"
2702,0.1,19,0.993,ago,"['ago', 'entitled', 'fired', 'server', 'olds', 'others', '),', 'behind', 'students', 'exists']",q1_lowest,3,0.3124074948023774,"mixed technical/reporting prose, weak comparison-word theme (latter/past/same)"
2709,0.4,50,1.115,long,"['long', 'or', 'long', 'long', 'variety', 'had', 'realizing', 'long', 'until', 'our']",q1_lowest,5,0.3490989297095451,"noisy grab-bag, no consistent theme"
2711,0.1,35,1.033,'),"[""')"", 'two', 'antarctica', ""'"", 'lp', 'terms', 'regardless', 'partnership', 'west', 'eur']",q1_lowest,0,0.2547451558382523,"noisy grab-bag, no consistent theme"
2746,0.3,50,1.087,blink,"['blink', 'blink', 'can', 'who', 'and', 'g', 'merits', 'variable', 'couldn', 'blink']",q1_lowest,3,0.38071280299015337,"mixed technical/reporting prose, weak comparison-word theme (latter/past/same)"
2755,0.4,50,1.074,into,"['10', 'perm', 'proven', 'cur', 'into', 'into', 'into', 'per', 'into']",q1_lowest,7,0.3294241992086585,"noisy grab-bag, no consistent theme"
2759,0.1,11,0.928,contemplating,"['contemplating', 'his', 'moderate', 'detecting', 'carbon', 'no', 'approx', '04', 'towards', 'risk']",q1_lowest,9,0.3092103191629736,large-number reporting (billion/million/hundred) + technical/scientific grab-bag
2786,0.1,14,0.977,them,"['them', '\\\\', 'each', 'he', '`', '=', 'time', 'one', '0', '80']",q1_lowest,9,0.3491801608512345,large-number reporting (billion/million/hundred) + technical/scientific grab-bag
2805,0.1,50,1.069,rapport,"['rapport', 'circles', 'him', 'unless', 'they', 'when', 'looking', 'spring', 'october', 'turning']",q1_lowest,3,0.2881227681886962,"mixed technical/reporting prose, weak comparison-word theme (latter/past/same)"
2824,0.1,40,1.036,>,"['>', 'court', 'twenty', 'cut', 'at', ""'ve"", '].', 'course', 'march', 'direct']",q1_lowest,9,0.35742854689784687,large-number reporting (billion/million/hundred) + technical/scientific grab-bag
2838,0.4,10,0.942,nothing,"['nothing', 'both', 'manner', 'crumble', 'elsewhere', 'others', 'nothing', 'nothing', 'nothing', 'until']",q1_lowest,1,0.39678730452628613,mixed grab-bag: sports/entertainment narrative + citation lists
2850,0.1,10,0.889,afraid,"['afraid', 'neither', 'not', 'called', 'lightning', 'next', 'the', 'protector', 'org', 'disk']",q1_lowest,10,0.2939122259389718,"noisy grab-bag, no consistent theme"
2886,0.2,20,1.076,in,"['something', '=>', '?', 'had', 'in', 'in', '1988', 'this', 'last', 'probe']",q1_lowest,6,0.30871213496989025,"hyphenated compound modifiers (follow-up, in-game) + entertainment/pop-culture prose"
2888,0.3,11,0.922,were,"['were', 'were', 'others', 'were', 'seasons', 'pairs', '|', 'had', 'been', 'latter']",q1_lowest,0,0.3981053519534729,"noisy grab-bag, no consistent theme"
2889,0.1,50,1.113,tomorrow,"['tomorrow', 'nice', 'today', 'sunday', 'fields', 'b', 'friday', '!.', 'scene', 'tuesday']",q1_lowest,11,0.3051925114424408,demonstrative 'that' introducing a quoted/reported clause
2894,0.2,12,0.916,frac,"['30', 'outnumbered', 'manuals', 'measuring', 'into', 'frac', 'frac', 'quad', 'quad', 'corpses']",q1_lowest,5,0.3861096048458669,"noisy grab-bag, no consistent theme"
2906,0.2,43,1.116,and,"['standard', 'latter', 'johnson', 'and', 'commenter', 'and', 'diet', 'former', 'guardian', 'proceedings']",q1_lowest,5,0.3939967329867455,"noisy grab-bag, no consistent theme"
2924,0.2,39,1.017,out,"['with', 'professionals', 'measure', 'out', 'participation', ',', 'out', 'governing', 'aspects', 'at']",q1_lowest,4,0.3235524307221578,'in this respect/sense' hedge-phrase family + generic prepositions
2939,0.1,50,1.055,contingent,"['contingent', 'verify', 'hundred', 'category', 'responsibility', 'calculated', 'the', '.', 'prescribing', ').']",q1_lowest,9,0.268845543237084,large-number reporting (billion/million/hundred) + technical/scientific grab-bag
2952,0.2,10,0.901,defaults,"['memory', 'defaults', 'repositories', 'perspectives', 'defaults', 'relying', 'default', 'return', 'accordance', 'respect']",q1_lowest,8,0.3518083402885814,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2953,0.2,35,1.058,it,"['07', 'it', 'habit', 'element', 'element', 'come', 'it', 'file', 'film', 'project']",q1_lowest,4,0.3378929667783242,'in this respect/sense' hedge-phrase family + generic prepositions
2957,0.1,12,0.92,wearing,"['wearing', 'disadvantages', 'whose', 'tired', 'seasons', 'lest', 'downtime', 'challenges', 'resistance', 'blocks']",q1_lowest,8,0.35039189034453305,comparison/whole-part nouns (counterparts/complexity/entire) + grandiose rhetorical predicate nouns
2959,0.2,18,1.038,too,"['too', 'lower', '162', 'started', 'too', 'manufactures', '165', 'gathered', '120', 'little']",q1_lowest,0,0.3115254579119281,"noisy grab-bag, no consistent theme"
2960,0.1,13,0.958,",","[',', 'around', 'wishing', 'how', 'day', 'two', 'of', 'notice', 'million', 'adjusting']",q1_lowest,13,0.3024049633857887,"noisy grab-bag, no consistent theme"
2966,0.2,19,1.046,photo,"['had', 'photo', '/', 'photo', 'images', '2000', 'worked', 'casino', 'smoking', 'couldn']",q1_lowest,5,0.372289104856324,"noisy grab-bag, no consistent theme"
27,0.4,50,1.397,not,"['not', 'others', 'not', 'not', 'region', 'not', 'way', 'way', 'way', 'others']",q2,6,0.38014573675359203,"noisy grab-bag, no consistent theme"
31,0.2,50,1.146,&,"['&', 'depend', 'variable', 'cook', 'activates', 'and', 'establish', 'effects', '&', 'host']",q2,9,0.3422395503128412,noisy literary/narrative grab-bag
40,0.3,50,1.264,conference,"['conference', 'association', 'conference', 'academy', 'hampshire', 'audience', 'introduction', 'association', 'conference', 'introduction']",q2,4,0.4123433594450262,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
41,0.4,50,1.207,jews,"['jews', 'jews', 'jews', 'produce', 'jews', 'principal', 'protected', 'produce', 'studio', 'pipe']",q2,0,0.31364951669412894,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
42,0.2,50,1.2,he,"['discard', 'hall', 'he', 'he', 'doesn', '@', 'even', 'chest', 'good', 'hands']",q2,9,0.3449171583465819,noisy literary/narrative grab-bag
46,0.1,50,1.267,lockdown,"['lockdown', 'infrastructure', '];', 'who', 'individuals', 'distance', 'leaders', 'urls', 'buildings', 'duke']",q2,12,0.2526993671276389,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
66,0.1,50,1.302,chances,"['chances', 'which', 'hate', 'thankfully', 'definitely', 'like', 'necessary', 'nice']",q2,9,0.322959999371038,noisy literary/narrative grab-bag
71,0.3,50,1.24,been,"['because', 'been', 'while', 'therefore', 'been', 'been', 'yearly', 'is', 'was', 'previously']",q2,13,0.3783450103717406,'in whole or in part' contract-boilerplate + 'thereby' causal connective
82,0.2,50,1.417,",","[',', 'resembles', 'could', 'liked', 'relative', 'related', '.', ',', 'approaches', 'and']",q2,11,0.3827339803425559,percentage/statistical-figure reporting + 'part of' geographic description
85,0.1,50,1.364,varieties,"['varieties', 'composed', 'select', 'nor', 'which', 'less', 'although', 'section', 'out', 'fellow']",q2,0,0.3114079427702037,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
91,0.4,25,1.161,heard,"['heard', 'heard', 'knew', 'heard', 'met', 'heard', 'known', 'knew', 'enough', 'met']",q2,13,0.4083050832681714,'in whole or in part' contract-boilerplate + 'thereby' causal connective
104,0.2,50,1.381,involve,"['involve', 'involve', 'require', 'have', 'ensures', 'require', 'mandates', 'proposes', 'in', '&']",q2,9,0.38255732236502243,noisy literary/narrative grab-bag
133,0.3,50,1.24,another,"['without', 'within', 'another', 'within', 'another', 'very', 'only', 'various', 'rated', 'another']",q2,3,0.36472768336697037,"noisy grab-bag, no consistent theme"
135,0.2,50,1.246,per,"['copy', 'no', 'thanks', 'nor', 'per', 'alternative', 'upon', 'per', 'find', 'and']",q2,9,0.32599293211039293,noisy literary/narrative grab-bag
136,0.4,50,1.334,',"['paragraph', ""'"", 'we', 'we', 'request', ""'"", ""'"", 'paragraph', 'paragraph', ""'""]",q2,8,0.3434912012668365,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
152,0.1,50,1.185,their,"['their', 'mutual', 'vulnerable', 'general', 'high', 'provisions', 'âģĵ', 'they', 'an', '-']",q2,4,0.2926785010623625,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
157,0.1,50,1.198,most,"['most', 'yes', 'nord', 'growing', 'counts', 'and', 'needs', 'potential', 'count']",q2,8,0.3438251455948539,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
165,0.1,50,1.194,spinal,"['spinal', 'reputation', 'expertise', 'wishes', 'revenues', '66', 'thence', 'fantasies', 'sooner', 'par']",q2,6,0.3645142531706647,"noisy grab-bag, no consistent theme"
178,0.2,50,1.139,kind,"['kind', 'kind', 'character', 'third', 'second', 'turn', 'second', 'such', 'heart', 'mr']",q2,1,0.2946461880118436,ordinal-enumeration words (Second/Third) + 'kind' idiom
198,0.2,50,1.268,difference,"['4', 'difference', 'difference', 'point', 'mr', 'cons', 'there', 'absolutely', 'with', 'with']",q2,11,0.30825123044386693,percentage/statistical-figure reporting + 'part of' geographic description
216,0.2,50,1.167,only,"['only', 'deed', 'damn', 'buying', 'comments', 'sat', 'gall', 'only', 'passing', 'just']",q2,6,0.2890821359065408,"noisy grab-bag, no consistent theme"
218,0.2,50,1.337,html,"['degrees', 'hospitals', 'html', 'an', 'that', 'that', 'html', 'of', 'cultures', 'conservation']",q2,0,0.3367083432488438,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
236,0.4,50,1.381,sustainable,"['sustainable', 'purpose', 'sustainable', 'sustainable', 'sustainable', 'kinds', 'notified', 'purpose', 'that', 'purpose']",q2,5,0.3261944424579153,"software/product-requirements vocabulary (version, needs, platform, domain)"
256,0.2,50,1.418,ml,"['et', 'rate', 'ml', 'ml', 'respective', 'such', 'an', 'series', 'coupon', 'coupled']",q2,5,0.305214058624974,"software/product-requirements vocabulary (version, needs, platform, domain)"
328,0.3,50,1.299,latter,"['one', 'whose', 'mild', 'another', 'latter', 'whom', 'if', 'latter', 'latter', 'if']",q2,7,0.30537190488857524,"noisy grab-bag, no consistent theme"
334,0.2,50,1.208,@,"['sent', '>,', '@', 'wound', '@', ""',"", 'heard', 'into', 'https', 'tue']",q2,10,0.38433525053314893,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
337,0.1,50,1.436,requisite,"['requisite', 'ultimate', 'that', 'needed', 'did', 'also', 'were', 'kept', ',', 'very']",q2,0,0.31468712274057453,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
347,0.1,50,1.384,groups,"['groups', 'four', 'kingdoms', 'thursday', 'riots', 'utilities', 'fuels', 'brightness', 'summers', 'ingredients']",q2,12,0.3080059198921617,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
348,0.3,50,1.332,of,"['when', 'of', 'launched', ',', 'of', '],', ')', 'of', 'available', 'had']",q2,0,0.3494044264134213,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
360,0.2,50,1.291,""",""","[',""', '"",""', 'whose', 'root', 'throughout', 'terrestrial', 'throughout', 'diverse', 'downstream', '"",""']",q2,8,0.40449142777837627,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
384,0.4,29,1.138,oct,"['oct', 'oct', 'outreach', 'oct', 'aim', 'october', 'oct', '10', 'october', 'products']",q2,10,0.41910279449709575,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
409,0.2,50,1.159,600,"['communities', 'catalonia', 'www', '600', 'all', '600', 'until', 'hampshire', 'to', 'fragments']",q2,2,0.33217487468823476,citation/technical-spec grab-bag
414,0.2,50,1.41,image,"['introduced', 'image', 'image', 'whole', 'ago', 'ago', 'detail', 'tougher', 'â»', ""'s""]",q2,13,0.28637126542039276,'in whole or in part' contract-boilerplate + 'thereby' causal connective
417,0.4,50,1.371,list,"['list', ""?'"", ""?'"", ""?'"", 'there', 'delayed', 'list', 'i', 'list', 'list']",q2,8,0.3927620372555347,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
426,0.4,20,1.223,n,"['.', 'n', '15', '15', 'n', '.', 'n', 'n', 'j', 'vt']",q2,10,0.4849712151399482,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
444,0.3,27,1.359,farmer,"['farmer', 'were', 'farmer', 'wi', 'wi', 'farmers', 'farmer', 'were', 'farmers', 'farmers']",q2,3,0.3993848914155483,"noisy grab-bag, no consistent theme"
459,0.1,50,1.319,09,"['09', 'a', 'rather', 'world', 'difficulty', '10', 'use', 'weeds', 'complexity', 'chromosomes']",q2,12,0.2953701683245482,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
460,0.4,50,1.344,kind,"['spite', 'kind', 'reaffirmed', 'kind', 'human', 'kind', 'kind', 'sort', 'spite', 'whole']",q2,13,0.3179817096426822,'in whole or in part' contract-boilerplate + 'thereby' causal connective
473,0.2,50,1.389,kind,"['parts', 'also', 'kind', 'kinds', 'now', 'them', '>', 'kinds', 'kind', 'sure']",q2,13,0.3212041911976086,'in whole or in part' contract-boilerplate + 'thereby' causal connective
507,0.3,50,1.281,mr,"['mr', 'board', 'deb', 'mr', 'board', 'mr', '+', 'people', 'problem', 'board']",q2,10,0.3111294267928274,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
510,0.1,50,1.28,right,"['right', 'second', 'a', 'limited', '-', 'little', 'one', 'c', '@']",q2,8,0.33576278969633383,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
511,0.2,50,1.244,sure,"['arse', 'sure', 'lo', 'hear', 'convinced', 'same', 'it', 'sure', 'to', 'prized']",q2,9,0.32969170537665665,noisy literary/narrative grab-bag
514,0.1,50,1.245,on,"['on', 'upon', 'next', 'one', 'themselves', 'recent', 'in', 'the', 'moments', 'welcome']",q2,10,0.331013475109341,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
517,0.3,50,1.148,of,"['of', 'seemingly', 'concepts', 'physical', 'of', 'linguistic', 'fresh', 'renewed', 'of', 'an']",q2,7,0.31863519814727703,"noisy grab-bag, no consistent theme"
523,0.2,50,1.149,02,"['02', 'clench', 'association', 'period', 'emergence', 'tall', '87', 'association', 'their', '02']",q2,7,0.2766647083321426,"noisy grab-bag, no consistent theme"
535,0.2,50,1.141,up,"['up', 'attended', 'collected', 'accounting', 'got', 'up', 'after', 'gathering', 'obligation', 'rushed']",q2,4,0.34108750783172775,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
543,0.2,50,1.355,acquainted,"['m', 'begin', 'onto', 'order', 'acquainted', 'arise', '22', 'to', 'until', 'acquainted']",q2,8,0.3561319502413937,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
544,0.2,50,1.193,types,"['checked', 'types', 'who', 'who', 'e', 'types', 'while', 'maybe', 'without', 'located']",q2,11,0.3269715484486967,percentage/statistical-figure reporting + 'part of' geographic description
554,0.4,40,1.318,scripts,"['finances', '1926', 'scripts', 'script', 'scripts', 'scripts', 'scripts', 'bonds', 'script']",q2,5,0.34653220004699653,"software/product-requirements vocabulary (version, needs, platform, domain)"
561,0.2,50,1.345,attended,"['whose', 'attended', 'had', 'industries', 'www', 'nationality', 'ye', 'cultures', 'ever', 'attended']",q2,8,0.2794487545478387,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
579,0.3,11,1.24,15,"['15', '15', 'so', '15', 'so', 'should', '3', '3', 'than', '[]']",q2,1,0.5539261891650928,ordinal-enumeration words (Second/Third) + 'kind' idiom
593,0.2,50,1.302,least,"['crime', 'least', 'also', 'be', 'na', 'unit', 'titles', 'unit', 'while', 'least']",q2,2,0.3015527609866415,citation/technical-spec grab-bag
608,0.3,50,1.17,little,"['little', 'little', 'little', 'deal', 'bound', 'bound', 'bound', 'cast', 'called', ')']",q2,10,0.38299703499060717,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
621,0.2,50,1.218,particular,"['religion', 'publications', 'sophomore', 'particular', 'particular', 'judicial', 'v', 'and', '42']",q2,8,0.3124525879512264,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
636,0.3,14,1.175,hires,"['hires', 'hires', 'l', 'hires', 'banned', 'guy', 'abl', 'eval', 'hire', 'thought']",q2,12,0.3730787011262403,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
654,0.2,50,1.425,equivalent,"['ideas', 'field', 'equivalent', 'last', 'experience', 'relation', 'energy', 'character', 'happy', 'equivalent']",q2,5,0.33455196406520005,"software/product-requirements vocabulary (version, needs, platform, domain)"
688,0.2,50,1.186,everybody,"['fine', 'somewhere', 'everyone', 'ah', 'former', 'thanks', 'everybody', 'oh', 'everybody', 'so']",q2,13,0.3331367112556825,'in whole or in part' contract-boilerplate + 'thereby' causal connective
711,0.2,50,1.195,can,"['same', 'real', 'entire', 'image', 'can', 'can', 'the', 'half', 'direct', 'condition']",q2,2,0.3071347892898528,citation/technical-spec grab-bag
